Department,ProgramLevel,Year,BatchYear,RegisterNumber,Student Name,Email
BBA CA,UG,2,25,82302531820,Ishaan Das,82302531820@hicas.ac.in
BBA CA,UG,2,25,82302531821,Pranav Das,82302531821@hicas.ac.in
BBA CA,UG,2,25,82302531822,Anaya Kumar,82302531822@hicas.ac.in
BBA CA,UG,2,25,82302531823,Arjun Singh,82302531823@hicas.ac.in
BBA CA,UG,2,25,82302531824,Manav Das,82302531824@hicas.ac.in
BBA CA,UG,2,25,82302531825,Ayaan Menon,82302531825@hicas.ac.in
BBA CA,UG,2,25,82302531826,Aadhya Mukherjee,82302531826@hicas.ac.in
BBA CA,UG,2,25,82302531827,Arjun Chopra,82302531827@hicas.ac.in
BBA CA,UG,2,25,82302531828,Sanjay Gupta,82302531828@hicas.ac.in
BBA CA,UG,2,25,82302531829,Aarohi Mishra,82302531829@hicas.ac.in
BBA CA,UG,2,25,82302531830,Anaya Shetty,82302531830@hicas.ac.in
BBA CA,UG,2,25,82302531831,Advika Patel,82302531831@hicas.ac.in
BBA CA,UG,2,25,82302531832,Vikram Reddy,82302531832@hicas.ac.in
BBA CA,UG,2,25,82302531833,Ishaan Menon,82302531833@hicas.ac.in
BBA CA,UG,2,25,82302531834,Aarav Kapoor,82302531834@hicas.ac.in
BBA CA,UG,2,25,82302531835,Harsh Banerjee,82302531835@hicas.ac.in
BBA CA,UG,2,25,82302531836,Advika Kapoor,82302531836@hicas.ac.in
BBA CA,UG,2,25,82302531837,Nandini Bhatt,82302531837@hicas.ac.in
BBA CA,UG,2,25,82302531838,Harsh Bose,82302531838@hicas.ac.in
BBA CA,UG,2,25,82302531839,Harsh Mehta,82302531839@hicas.ac.in
BBA CA,UG,2,25,82302531840,Bhavya Banerjee,82302531840@hicas.ac.in
BBA CA,UG,3,24,82302431801,Keerthi Mishra,82302431801@hicas.ac.in
BBA CA,UG,3,24,82302431802,Meera Kumar,82302431802@hicas.ac.in
BBA CA,UG,3,24,82302431803,Pranav Rao,82302431803@hicas.ac.in
BBA CA,UG,3,24,82302431804,Meera Gowda,82302431804@hicas.ac.in
BBA CA,UG,3,24,82302431805,Kabir Dutta,82302431805@hicas.ac.in
BBA CA,UG,3,24,82302431806,Abhinav Singh,82302431806@hicas.ac.in
BBA CA,UG,3,24,82302431807,Siddharth Rao,82302431807@hicas.ac.in
BBA CA,UG,3,24,82302431808,Rakesh Kulkarni,82302431808@hicas.ac.in
BBA CA,UG,3,24,82302431809,Ishita Mishra,82302431809@hicas.ac.in
BBA CA,UG,3,24,82302431810,Anaya Yadav,82302431810@hicas.ac.in
BBA CA,UG,3,24,82302431811,Sneha Gupta,82302431811@hicas.ac.in
BBA CA,UG,3,24,82302431812,Abhinav Kapoor,82302431812@hicas.ac.in
BBA CA,UG,3,24,82302431813,Nikhil Banerjee,82302431813@hicas.ac.in
BBA CA,UG,3,24,82302431814,Sneha Kapoor,82302431814@hicas.ac.in
BBA CA,UG,3,24,82302431815,Rajat Reddy,82302431815@hicas.ac.in
BBA CA,UG,3,24,82302431816,Divya Yadav,82302431816@hicas.ac.in
BBA CA,UG,3,24,82302431817,Kabir Yadav,82302431817@hicas.ac.in
BBA CA,UG,3,24,82302431818,Myra Singh,82302431818@hicas.ac.in
BBA CA,UG,3,24,82302431819,Saanvi Pillai,82302431819@hicas.ac.in
BBA CA,UG,3,24,82302431820,Sara Sharma,82302431820@hicas.ac.in
BBA CA,UG,3,24,82302431821,Aarohi Bose,82302431821@hicas.ac.in
BBA CA,UG,3,24,82302431822,Prisha Patel,82302431822@hicas.ac.in
BBA CA,UG,3,24,82302431823,Krishna Mukherjee,82302431823@hicas.ac.in
BBA CA,UG,3,24,82302431824,Rakesh Banerjee,82302431824@hicas.ac.in
BBA CA,UG,3,24,82302431825,Ishita Nair,82302431825@hicas.ac.in
BBA CA,UG,3,24,82302431826,Bhavya Bhatt,82302431826@hicas.ac.in
BBA CA,UG,3,24,82302431827,Sneha Mukherjee,82302431827@hicas.ac.in
BBA CA,UG,3,24,82302431828,Ayaan Chaudhary,82302431828@hicas.ac.in
BBA CA,UG,3,24,82302431829,Anaya Kumar,82302431829@hicas.ac.in
BBA CA,UG,3,24,82302431830,Navya Menon,82302431830@hicas.ac.in
BBA CA,UG,3,24,82302431831,Karthik Das,82302431831@hicas.ac.in
BBA CA,UG,3,24,82302431832,Riya Kumar,82302431832@hicas.ac.in
BBA CA,UG,3,24,82302431833,Prisha Mehta,82302431833@hicas.ac.in
BBA CA,UG,3,24,82302431834,Sneha Kapoor,82302431834@hicas.ac.in
BBA CA,UG,3,24,82302431835,Arjun Bose,82302431835@hicas.ac.in
BBA CA,UG,3,24,82302431836,Meera Dutta,82302431836@hicas.ac.in
BBA CA,UG,3,24,82302431837,Ira Kapoor,82302431837@hicas.ac.in
BBA CA,UG,3,24,82302431838,Myra Jain,82302431838@hicas.ac.in
BBA CA,UG,3,24,82302431839,Divya Shukla,82302431839@hicas.ac.in
BBA CA,UG,3,24,82302431840,Keerthi Gowda,82302431840@hicas.ac.in
BBA Logistics,UG,1,26,82302631901,Ayaan Verma,82302631901@hicas.ac.in
BBA Logistics,UG,1,26,82302631902,Aditya Mukherjee,82302631902@hicas.ac.in
BBA Logistics,UG,1,26,82302631903,Rajat Gowda,82302631903@hicas.ac.in
BBA Logistics,UG,1,26,82302631904,Pooja Mukherjee,82302631904@hicas.ac.in
BBA Logistics,UG,1,26,82302631905,Myra Shetty,82302631905@hicas.ac.in
BBA Logistics,UG,1,26,82302631906,Navya Shukla,82302631906@hicas.ac.in
BBA Logistics,UG,1,26,82302631907,Reyansh Reddy,82302631907@hicas.ac.in
BBA Logistics,UG,1,26,82302631908,Shruti Gupta,82302631908@hicas.ac.in
BBA Logistics,UG,1,26,82302631909,Riya Chaudhary,82302631909@hicas.ac.in
BBA Logistics,UG,1,26,82302631910,Yash Singh,82302631910@hicas.ac.in
BBA Logistics,UG,1,26,82302631911,Pari Shetty,82302631911@hicas.ac.in
BBA Logistics,UG,1,26,82302631912,Aditya Yadav,82302631912@hicas.ac.in
BBA Logistics,UG,1,26,82302631913,Pari Chaudhary,82302631913@hicas.ac.in
BBA Logistics,UG,1,26,82302631914,Pari Kapoor,82302631914@hicas.ac.in
BBA Logistics,UG,1,26,82302631915,Anjali Rao,82302631915@hicas.ac.in
BBA Logistics,UG,1,26,82302631916,Sneha Mehta,82302631916@hicas.ac.in
BBA Logistics,UG,1,26,82302631917,Mohammed Sharma,82302631917@hicas.ac.in
BBA Logistics,UG,1,26,82302631918,Mohammed Das,82302631918@hicas.ac.in
BBA Logistics,UG,1,26,82302631919,Rohan Jain,82302631919@hicas.ac.in
BBA Logistics,UG,1,26,82302631920,Vaishnavi Jain,82302631920@hicas.ac.in
BBA Logistics,UG,1,26,82302631921,Sara Yadav,82302631921@hicas.ac.in
BBA Logistics,UG,1,26,82302631922,Ishita Yadav,82302631922@hicas.ac.in
BBA Logistics,UG,1,26,82302631923,Rohan Bose,82302631923@hicas.ac.in
BBA Logistics,UG,1,26,82302631924,Rajat Kapoor,82302631924@hicas.ac.in
BBA Logistics,UG,1,26,82302631925,Vikram Pillai,82302631925@hicas.ac.in
BBA Logistics,UG,1,26,82302631926,Saanvi Yadav,82302631926@hicas.ac.in
BBA Logistics,UG,1,26,82302631927,Ishita Jain,82302631927@hicas.ac.in
BBA Logistics,UG,1,26,82302631928,Shaurya Chopra,82302631928@hicas.ac.in
BBA Logistics,UG,1,26,82302631929,Vivaan Dutta,82302631929@hicas.ac.in
BBA Logistics,UG,1,26,82302631930,Mohammed Menon,82302631930@hicas.ac.in
BBA Logistics,UG,1,26,82302631931,Ayaan Shukla,82302631931@hicas.ac.in
BBA Logistics,UG,1,26,82302631932,Reyansh Reddy,82302631932@hicas.ac.in
BBA Logistics,UG,1,26,82302631933,Aditi Kulkarni,82302631933@hicas.ac.in
BBA Logistics,UG,1,26,82302631934,Shaurya Chopra,82302631934@hicas.ac.in
BBA Logistics,UG,1,26,82302631935,Pranav Rao,82302631935@hicas.ac.in
BBA Logistics,UG,1,26,82302631936,Vikram Mukherjee,82302631936@hicas.ac.in
BBA Logistics,UG,1,26,82302631937,Ritvik Jain,82302631937@hicas.ac.in
BBA Logistics,UG,1,26,82302631938,Aadhya Chopra,82302631938@hicas.ac.in
BBA Logistics,UG,1,26,82302631939,Aadhya Reddy,82302631939@hicas.ac.in
BBA Logistics,UG,1,26,82302631940,Krishna Kulkarni,82302631940@hicas.ac.in
BBA Logistics,UG,2,25,82302531901,Ishita Bose,82302531901@hicas.ac.in
BBA Logistics,UG,2,25,82302531902,Abhinav Nair,82302531902@hicas.ac.in
BBA Logistics,UG,2,25,82302531903,Pranav Iyer,82302531903@hicas.ac.in
BBA Logistics,UG,2,25,82302531904,Nandini Gowda,82302531904@hicas.ac.in
BBA Logistics,UG,2,25,82302531905,Sai Sharma,82302531905@hicas.ac.in
BBA Logistics,UG,2,25,82302531906,Harini Rao,82302531906@hicas.ac.in
BBA Logistics,UG,2,25,82302531907,Pari Reddy,82302531907@hicas.ac.in
BBA Logistics,UG,2,25,82302531908,Saanvi Mukherjee,82302531908@hicas.ac.in
BBA Logistics,UG,2,25,82302531909,Atharv Shukla,82302531909@hicas.ac.in
BBA Logistics,UG,2,25,82302531910,Vaishnavi Gupta,82302531910@hicas.ac.in
BBA Logistics,UG,2,25,82302531911,Jiya Singh,82302531911@hicas.ac.in
BBA Logistics,UG,2,25,82302531912,Sara Singh,82302531912@hicas.ac.in
BBA Logistics,UG,2,25,82302531913,Harsh Verma,82302531913@hicas.ac.in
BBA Logistics,UG,2,25,82302531914,Manav Bose,82302531914@hicas.ac.in
BBA Logistics,UG,2,25,82302531915,Rohan Mukherjee,82302531915@hicas.ac.in
BBA Logistics,UG,2,25,82302531916,Siddharth Mishra,82302531916@hicas.ac.in
BBA Logistics,UG,2,25,82302531917,Dhruv Singh,82302531917@hicas.ac.in
BBA Logistics,UG,2,25,82302531918,Navya Chaudhary,82302531918@hicas.ac.in
BBA Logistics,UG,2,25,82302531919,Manav Kapoor,82302531919@hicas.ac.in
BBA Logistics,UG,2,25,82302531920,Vivaan Kulkarni,82302531920@hicas.ac.in
BBA Logistics,UG,2,25,82302531921,Advika Pandey,82302531921@hicas.ac.in
BBA Logistics,UG,2,25,82302531922,Kabir Bose,82302531922@hicas.ac.in
BBA Logistics,UG,2,25,82302531923,Ira Mehta,82302531923@hicas.ac.in
BBA Logistics,UG,2,25,82302531924,Sameer Sharma,82302531924@hicas.ac.in
BBA Logistics,UG,2,25,82302531925,Prisha Patel,82302531925@hicas.ac.in
BBA Logistics,UG,2,25,82302531926,Ritvik Das,82302531926@hicas.ac.in
BBA Logistics,UG,2,25,82302531927,Anjali Gowda,82302531927@hicas.ac.in
BBA Logistics,UG,2,25,82302531928,Nandini Mukherjee,82302531928@hicas.ac.in
BBA Logistics,UG,2,25,82302531929,Arjun Yadav,82302531929@hicas.ac.in
BBA Logistics,UG,2,25,82302531930,Mohammed Mukherjee,82302531930@hicas.ac.in
BBA Logistics,UG,2,25,82302531931,Keerthi Verma,82302531931@hicas.ac.in
BBA Logistics,UG,2,25,82302531932,Dhruv Chopra,82302531932@hicas.ac.in
BBA Logistics,UG,2,25,82302531933,Abhinav Patel,82302531933@hicas.ac.in
BBA Logistics,UG,2,25,82302531934,Vikram Reddy,82302531934@hicas.ac.in
BBA Logistics,UG,2,25,82302531935,Sanjay Chaudhary,82302531935@hicas.ac.in
BBA Logistics,UG,2,25,82302531936,Keerthi Dutta,82302531936@hicas.ac.in
BBA Logistics,UG,2,25,82302531937,Jiya Mishra,82302531937@hicas.ac.in
BBA Logistics,UG,2,25,82302531938,Abhinav Shetty,82302531938@hicas.ac.in
BBA Logistics,UG,2,25,82302531939,Sameer Shetty,82302531939@hicas.ac.in
BBA Logistics,UG,2,25,82302531940,Siddharth Yadav,82302531940@hicas.ac.in
BBA Logistics,UG,3,24,82302431901,Sai Chopra,82302431901@hicas.ac.in
BBA Logistics,UG,3,24,82302431902,Yash Bhatt,82302431902@hicas.ac.in
BBA Logistics,UG,3,24,82302431903,Vikram Shetty,82302431903@hicas.ac.in
BBA Logistics,UG,3,24,82302431904,Dhruv Banerjee,82302431904@hicas.ac.in
BBA Logistics,UG,3,24,82302431905,Saanvi Gowda,82302431905@hicas.ac.in
BBA Logistics,UG,3,24,82302431906,Nandini Menon,82302431906@hicas.ac.in
BBA Logistics,UG,3,24,82302431907,Tara Shetty,82302431907@hicas.ac.in
BBA Logistics,UG,3,24,82302431908,Ira Nair,82302431908@hicas.ac.in
BBA Logistics,UG,3,24,82302431909,Saanvi Kumar,82302431909@hicas.ac.in
BBA Logistics,UG,3,24,82302431910,Abhinav Reddy,82302431910@hicas.ac.in
BBA Logistics,UG,3,24,82302431911,Karthik Menon,82302431911@hicas.ac.in
BBA Logistics,UG,3,24,82302431912,Sai Singh,82302431912@hicas.ac.in
BBA Logistics,UG,3,24,82302431913,Rajat Gowda,82302431913@hicas.ac.in
BBA Logistics,UG,3,24,82302431914,Shaurya Jain,82302431914@hicas.ac.in
BBA Logistics,UG,3,24,82302431915,Sameer Mehta,82302431915@hicas.ac.in
BBA Logistics,UG,3,24,82302431916,Meera Kumar,82302431916@hicas.ac.in
BBA Logistics,UG,3,24,82302431917,Anika Kapoor,82302431917@hicas.ac.in
BBA Logistics,UG,3,24,82302431918,Manav Singh,82302431918@hicas.ac.in
BBA Logistics,UG,3,24,82302431919,Anaya Mishra,82302431919@hicas.ac.in
BBA Logistics,UG,3,24,82302431920,Myra Gowda,82302431920@hicas.ac.in
BBA Logistics,UG,3,24,82302431921,Tara Mishra,82302431921@hicas.ac.in
BBA Logistics,UG,3,24,82302431922,Divya Singh,82302431922@hicas.ac.in
BBA Logistics,UG,3,24,82302431923,Sara Singh,82302431923@hicas.ac.in
BBA Logistics,UG,3,24,82302431924,Anaya Menon,82302431924@hicas.ac.in
BBA Logistics,UG,3,24,82302431925,Ishaan Singh,82302431925@hicas.ac.in
BBA Logistics,UG,3,24,82302431926,Abhinav Banerjee,82302431926@hicas.ac.in
BBA Logistics,UG,3,24,82302431927,Krishna Shetty,82302431927@hicas.ac.in
BBA Logistics,UG,3,24,82302431928,Vihaan Bhatt,82302431928@hicas.ac.in
BBA Logistics,UG,3,24,82302431929,Yash Sharma,82302431929@hicas.ac.in
BBA Logistics,UG,3,24,82302431930,Anaya Kumar,82302431930@hicas.ac.in
BBA Logistics,UG,3,24,82302431931,Kabir Banerjee,82302431931@hicas.ac.in
BBA Logistics,UG,3,24,82302431932,Sameer Verma,82302431932@hicas.ac.in
BBA Logistics,UG,3,24,82302431933,Diya Mishra,82302431933@hicas.ac.in
BBA Logistics,UG,3,24,82302431934,Anaya Mehta,82302431934@hicas.ac.in
BBA Logistics,UG,3,24,82302431935,Saanvi Dutta,82302431935@hicas.ac.in
BBA Logistics,UG,3,24,82302431936,Ayaan Gowda,82302431936@hicas.ac.in
BBA Logistics,UG,3,24,82302431937,Aditi Bose,82302431937@hicas.ac.in
BBA Logistics,UG,3,24,82302431938,Anaya Singh,82302431938@hicas.ac.in
BBA Logistics,UG,3,24,82302431939,Reyansh Yadav,82302431939@hicas.ac.in
BBA Logistics,UG,3,24,82302431940,Vivaan Mukherjee,82302431940@hicas.ac.in
BBA,UG,1,26,82302632001,Anjali Gupta,82302632001@hicas.ac.in
BBA,UG,1,26,82302632002,Rakesh Iyer,82302632002@hicas.ac.in
BBA,UG,1,26,82302632003,Nikhil Gupta,82302632003@hicas.ac.in
BBA,UG,1,26,82302632004,Myra Menon,82302632004@hicas.ac.in
BBA,UG,1,26,82302632005,Atharv Pillai,82302632005@hicas.ac.in
BBA,UG,1,26,82302632006,Vikram Yadav,82302632006@hicas.ac.in
BBA,UG,1,26,82302632007,Vaishnavi Pillai,82302632007@hicas.ac.in
BBA,UG,1,26,82302632008,Shruti Dutta,82302632008@hicas.ac.in
BBA,UG,1,26,82302632009,Sara Jain,82302632009@hicas.ac.in
BBA,UG,1,26,82302632010,Sai Yadav,82302632010@hicas.ac.in
BBA,UG,1,26,82302632011,Sai Das,82302632011@hicas.ac.in
BBA,UG,1,26,82302632012,Shruti Verma,82302632012@hicas.ac.in
BBA,UG,1,26,82302632013,Bhavya Chopra,82302632013@hicas.ac.in
BBA,UG,1,26,82302632014,Myra Banerjee,82302632014@hicas.ac.in
BBA,UG,1,26,82302632015,Anjali Iyer,82302632015@hicas.ac.in
BBA,UG,1,26,82302632016,Anjali Kulkarni,82302632016@hicas.ac.in
BBA,UG,1,26,82302632017,Krishna Verma,82302632017@hicas.ac.in
BBA,UG,1,26,82302632018,Ritvik Mehta,82302632018@hicas.ac.in
BBA,UG,1,26,82302632019,Mohammed Kulkarni,82302632019@hicas.ac.in
BBA,UG,1,26,82302632020,Aditi Mishra,82302632020@hicas.ac.in
BBA,UG,1,26,82302632021,Anjali Gupta,82302632021@hicas.ac.in
BBA,UG,1,26,82302632022,Pranav Bhatt,82302632022@hicas.ac.in
BBA,UG,1,26,82302632023,Aditya Bose,82302632023@hicas.ac.in
BBA,UG,1,26,82302632024,Sanjay Chopra,82302632024@hicas.ac.in
BBA,UG,1,26,82302632025,Keerthi Banerjee,82302632025@hicas.ac.in
BBA,UG,1,26,82302632026,Reyansh Bose,82302632026@hicas.ac.in
BBA,UG,1,26,82302632027,Keerthi Reddy,82302632027@hicas.ac.in
BBA,UG,1,26,82302632028,Shruti Mukherjee,82302632028@hicas.ac.in
BBA,UG,1,26,82302632029,Karthik Patel,82302632029@hicas.ac.in
BBA,UG,1,26,82302632030,Nandini Kulkarni,82302632030@hicas.ac.in
BBA,UG,1,26,82302632031,Ira Gowda,82302632031@hicas.ac.in
BBA,UG,1,26,82302632032,Yash Bhatt,82302632032@hicas.ac.in
BBA,UG,1,26,82302632033,Prisha Shetty,82302632033@hicas.ac.in
BBA,UG,1,26,82302632034,Navya Mehta,82302632034@hicas.ac.in
BBA,UG,1,26,82302632035,Atharv Shetty,82302632035@hicas.ac.in
BBA,UG,1,26,82302632036,Ishaan Mukherjee,82302632036@hicas.ac.in
BBA,UG,1,26,82302632037,Ritvik Banerjee,82302632037@hicas.ac.in
BBA,UG,1,26,82302632038,Ritvik Mukherjee,82302632038@hicas.ac.in
BBA,UG,1,26,82302632039,Vihaan Yadav,82302632039@hicas.ac.in
BBA,UG,1,26,82302632040,Yash Verma,82302632040@hicas.ac.in
BBA,UG,2,25,82302532001,Nikhil Shetty,82302532001@hicas.ac.in
BBA,UG,2,25,82302532002,Myra Singh,82302532002@hicas.ac.in
BBA,UG,2,25,82302532003,Abhinav Gowda,82302532003@hicas.ac.in
BBA,UG,2,25,82302532004,Rakesh Menon,82302532004@hicas.ac.in
BBA,UG,2,25,82302532005,Anika Das,82302532005@hicas.ac.in
BBA,UG,2,25,82302532006,Harini Jain,82302532006@hicas.ac.in
BBA,UG,2,25,82302532007,Pooja Chaudhary,82302532007@hicas.ac.in
BBA,UG,2,25,82302532008,Bhavya Reddy,82302532008@hicas.ac.in
BBA,UG,2,25,82302532009,Ishaan Pillai,82302532009@hicas.ac.in
BBA,UG,2,25,82302532010,Sneha Mehta,82302532010@hicas.ac.in
BBA,UG,2,25,82302532011,Tara Iyer,82302532011@hicas.ac.in
BBA,UG,2,25,82302532012,Nikhil Bhatt,82302532012@hicas.ac.in
BBA,UG,2,25,82302532013,Pari Kumar,82302532013@hicas.ac.in
BBA,UG,2,25,82302532014,Ishita Bhatt,82302532014@hicas.ac.in
BBA,UG,2,25,82302532015,Ishaan Gupta,82302532015@hicas.ac.in
BBA,UG,2,25,82302532016,Shaurya Gowda,82302532016@hicas.ac.in
BBA,UG,2,25,82302532017,Abhinav Banerjee,82302532017@hicas.ac.in
BBA,UG,2,25,82302532018,Karthik Pillai,82302532018@hicas.ac.in
BBA,UG,2,25,82302532019,Aditi Chaudhary,82302532019@hicas.ac.in
BBA,UG,2,25,82302532020,Siddharth Dutta,82302532020@hicas.ac.in
BBA,UG,2,25,82302532021,Shaurya Yadav,82302532021@hicas.ac.in
BBA,UG,2,25,82302532022,Navya Das,82302532022@hicas.ac.in
BBA,UG,2,25,82302532023,Navya Mehta,82302532023@hicas.ac.in
BBA,UG,2,25,82302532024,Sameer Bose,82302532024@hicas.ac.in
BBA,UG,2,25,82302532025,Arjun Mishra,82302532025@hicas.ac.in
BBA,UG,2,25,82302532026,Sneha Pandey,82302532026@hicas.ac.in
BBA,UG,2,25,82302532027,Shruti Nair,82302532027@hicas.ac.in
BBA,UG,2,25,82302532028,Siddharth Jain,82302532028@hicas.ac.in
BBA,UG,2,25,82302532029,Vaishnavi Das,82302532029@hicas.ac.in
BBA,UG,2,25,82302532030,Ishita Shukla,82302532030@hicas.ac.in
BBA,UG,2,25,82302532031,Lavanya Chopra,82302532031@hicas.ac.in
BBA,UG,2,25,82302532032,Vikram Dutta,82302532032@hicas.ac.in
BBA,UG,2,25,82302532033,Abhinav Yadav,82302532033@hicas.ac.in
BBA,UG,2,25,82302532034,Aarav Bhatt,82302532034@hicas.ac.in
BBA,UG,2,25,82302532035,Shruti Bhatt,82302532035@hicas.ac.in
BBA,UG,2,25,82302532036,Aarohi Nair,82302532036@hicas.ac.in
BBA,UG,2,25,82302532037,Aarohi Bose,82302532037@hicas.ac.in
BBA,UG,2,25,82302532038,Navya Chaudhary,82302532038@hicas.ac.in
BBA,UG,2,25,82302532039,Ishita Chopra,82302532039@hicas.ac.in
BBA,UG,2,25,82302532040,Harini Nair,82302532040@hicas.ac.in
BBA,UG,3,24,82302432001,Sneha Verma,82302432001@hicas.ac.in
BBA,UG,3,24,82302432002,Siddharth Patel,82302432002@hicas.ac.in
BBA,UG,3,24,82302432003,Manav Banerjee,82302432003@hicas.ac.in
BBA,UG,3,24,82302432004,Ritvik Dutta,82302432004@hicas.ac.in
BBA,UG,3,24,82302432005,Nikhil Rao,82302432005@hicas.ac.in
BBA,UG,3,24,82302432006,Aditi Menon,82302432006@hicas.ac.in
BBA,UG,3,24,82302432007,Harsh Verma,82302432007@hicas.ac.in
BBA,UG,3,24,82302432008,Anika Kumar,82302432008@hicas.ac.in
BBA,UG,3,24,82302432009,Anika Bhatt,82302432009@hicas.ac.in
BBA,UG,3,24,82302432010,Anaya Mukherjee,82302432010@hicas.ac.in
BBA,UG,3,24,82302432011,Harsh Pandey,82302432011@hicas.ac.in
BBA,UG,3,24,82302432012,Saanvi Pillai,82302432012@hicas.ac.in
BBA,UG,3,24,82302432013,Vihaan Iyer,82302432013@hicas.ac.in
BBA,UG,3,24,82302432014,Mohammed Mishra,82302432014@hicas.ac.in
BBA,UG,3,24,82302432015,Sneha Banerjee,82302432015@hicas.ac.in
BBA,UG,3,24,82302432016,Vikram Sharma,82302432016@hicas.ac.in
BBA,UG,3,24,82302432017,Sai Shukla,82302432017@hicas.ac.in
BBA,UG,3,24,82302432018,Harini Singh,82302432018@hicas.ac.in
BBA,UG,3,24,82302432019,Krishna Bose,82302432019@hicas.ac.in
BBA,UG,3,24,82302432020,Aarav Mehta,82302432020@hicas.ac.in
BBA,UG,3,24,82302432021,Kabir Gowda,82302432021@hicas.ac.in
BBA,UG,3,24,82302432022,Tara Kumar,82302432022@hicas.ac.in
BBA,UG,3,24,82302432023,Lavanya Mishra,82302432023@hicas.ac.in
BBA,UG,3,24,82302432024,Pranav Singh,82302432024@hicas.ac.in
BBA,UG,3,24,82302432025,Keerthi Shukla,82302432025@hicas.ac.in
BBA,UG,3,24,82302432026,Lavanya Das,82302432026@hicas.ac.in
BBA,UG,3,24,82302432027,Reyansh Mishra,82302432027@hicas.ac.in
BBA,UG,3,24,82302432028,Rajat Das,82302432028@hicas.ac.in
BBA,UG,3,24,82302432029,Reyansh Chopra,82302432029@hicas.ac.in
BBA,UG,3,24,82302432030,Riya Pandey,82302432030@hicas.ac.in
BBA,UG,3,24,82302432031,Pari Singh,82302432031@hicas.ac.in
BBA,UG,3,24,82302432032,Vihaan Kapoor,82302432032@hicas.ac.in
BBA,UG,3,24,82302432033,Navya Menon,82302432033@hicas.ac.in
BBA,UG,3,24,82302432034,Aarohi Gowda,82302432034@hicas.ac.in
BBA,UG,3,24,82302432035,Anjali Gupta,82302432035@hicas.ac.in
BBA,UG,3,24,82302432036,Manav Mishra,82302432036@hicas.ac.in
BBA,UG,3,24,82302432037,Reyansh Gowda,82302432037@hicas.ac.in
BBA,UG,3,24,82302432038,Mohammed Sharma,82302432038@hicas.ac.in
BBA,UG,3,24,82302432039,Ritvik Dutta,82302432039@hicas.ac.in
BBA,UG,3,24,82302432040,Arjun Kumar,82302432040@hicas.ac.in
B.Sc Food Processing Technology & Management,UG,1,26,82302632101,Ira Gupta,82302632101@hicas.ac.in
B.Sc Food Processing Technology & Management,UG,1,26,82302632102,Jiya Chaudhary,82302632102@hicas.ac.in
B.Sc Food Processing Technology & Management,UG,1,26,82302632103,Krishna Sharma,82302632103@hicas.ac.in
B.Sc Food Processing Technology & Management,UG,1,26,82302632104,Aarav Gowda,82302632104@hicas.ac.in
B.Sc Food Processing Technology & Management,UG,1,26,82302632105,Harsh Banerjee,82302632105@hicas.ac.in
B.Sc Food Processing Technology & Management,UG,1,26,82302632106,Sai Bhatt,82302632106@hicas.ac.in
B.Sc Food Processing Technology & Management,UG,1,26,82302632107,Manav Gowda,82302632107@hicas.ac.in
B.Sc Food Processing Technology & Management,UG,1,26,82302632108,Ishaan Dutta,82302632108@hicas.ac.in
B.Sc Food Processing Technology & Management,UG,1,26,82302632109,Arjun Gupta,82302632109@hicas.ac.in
B.Sc Food Processing Technology & Management,UG,1,26,82302632110,Sameer Nair,82302632110@hicas.ac.in
B.Sc Food Processing Technology & Management,UG,1,26,82302632111,Aarohi Mukherjee,82302632111@hicas.ac.in
B.Sc Food Processing Technology & Management,UG,1,26,82302632112,Mohammed Reddy,82302632112@hicas.ac.in
B.Sc Food Processing Technology & Management,UG,1,26,82302632113,Abhinav Chopra,82302632113@hicas.ac.in
B.Sc Food Processing Technology & Management,UG,1,26,82302632114,Lavanya Menon,82302632114@hicas.ac.in
B.Sc Food Processing Technology & Management,UG,1,26,82302632115,Ishaan Kapoor,82302632115@hicas.ac.in
B.Sc Food Processing Technology & Management,UG,1,26,82302632116,Shruti Banerjee,82302632116@hicas.ac.in
B.Sc Food Processing Technology & Management,UG,1,26,82302632117,Anjali Bhatt,82302632117@hicas.ac.in
B.Sc Food Processing Technology & Management,UG,1,26,82302632118,Ishaan Mishra,82302632118@hicas.ac.in
B.Sc Food Processing Technology & Management,UG,1,26,82302632119,Saanvi Kumar,82302632119@hicas.ac.in
B.Sc Food Processing Technology & Management,UG,1,26,82302632120,Arjun Jain,82302632120@hicas.ac.in
B.Sc Food Processing Technology & Management,UG,1,26,82302632121,Anika Sharma,82302632121@hicas.ac.in
B.Sc Food Processing Technology & Management,UG,1,26,82302632122,Advika Mishra,82302632122@hicas.ac.in
B.Sc Food Processing Technology & Management,UG,1,26,82302632123,Atharv Bose,82302632123@hicas.ac.in
B.Sc Food Processing Technology & Management,UG,1,26,82302632124,Yash Kulkarni,82302632124@hicas.ac.in
B.Sc Food Processing Technology & Management,UG,1,26,82302632125,Ritvik Mishra,82302632125@hicas.ac.in
B.Sc Food Processing Technology & Management,UG,1,26,82302632126,Vaishnavi Kumar,82302632126@hicas.ac.in
B.Sc Food Processing Technology & Management,UG,1,26,82302632127,Tara Mehta,82302632127@hicas.ac.in
B.Sc Food Processing Technology & Management,UG,1,26,82302632128,Advika Chaudhary,82302632128@hicas.ac.in
B.Sc Food Processing Technology & Management,UG,1,26,82302632129,Krishna Bhatt,82302632129@hicas.ac.in
B.Sc Food Processing Technology & Management,UG,1,26,82302632130,Ritvik Nair,82302632130@hicas.ac.in
